question,paraphrase_question,answer
Tell me something about Dr. SHABARI SHEDTHI B.,Can you provide more details about Dr. SHABARI SHEDTHI B?,"Dr. SHABARI SHEDTHI B is an accomplished professional with a strong educational background. She holds a Ph.D. from NMAMIT, Nitte, under VTU, Belagavi, and completed her M.Tech from NMAMIT, Nitte, and her BE from RNS Institute of Technology, Bangalore, both under VTU. With 8 years of experience, her areas of interest lie in Data Mining and Machine Learning. Dr. SHABARI SHEDTHI B has taught a variety of subjects including Advanced Computer Architecture, Basics of Web Programming, Unix and Shell Programming, C Programming, Software Testing, Mobile Application Development, Social and Web Analytics, and Machine Learning."
What are Dr. Pradeep Kanchan's educational qualifications?,What educational credentials does Dr. Pradeep Kanchan possess?,"Dr. Pradeep Kanchan holds a Ph.D. from NITK, Surathkal (2022), an MTech from NITK, Surathkal (2008), and a BE from NMAMIT, Nitte (1999) under Mangalore University."
What is Dr. Pradeep Kanchan's past experience?,What professional background does Dr. Pradeep Kanchan have?,"Dr. Pradeep Kanchan has a diverse range of experience. He has worked at NMAMIT, Nitte, in the software industry, and served as In Charge HOD at SMS College, Brahmavar. He has also worked at St Joseph Engineering College before joining NMAMIT, Nitte in 2012."
What are Dr. Pradeep Kanchan's areas of interest?,What topics does Dr. Pradeep Kanchan find intriguing?,"Dr. Pradeep Kanchan's areas of interest include Nature-Inspired Algorithms, Virtual Reality, Wireless Sensor Networks, Quantum Computing, and IoT."
What achievements has Dr. Pradeep Kanchan received?,What awards or recognitions has Dr. Pradeep Kanchan achieved?,Dr. Pradeep Kanchan has received the Gandhian Young Technological Innovation Awards in 2015 and the Best Paper Award in the stream 'Wireless Communications and Security' at IEMIS 2018. He has also been invited to give talks on Virtual Reality and Applications and has reviewed for IEEE Access and Expert Systems journals.
What are Dr. Pradeep Kanchan's departmental responsibilities?,What are Dr. Pradeep Kanchan's duties within their department?,"Dr. Pradeep Kanchan serves as the Course Coordinator for Computer Graphics, DBMS, and CPP, as well as the Staff In Charge of ACE (Association of Computer Engineers). He also takes up the role of Course Coordinator for various subjects."
What professional memberships does Dr. Pradeep Kanchan hold?,What professional associations is Dr. Pradeep Kanchan a part of?,Dr. Pradeep Kanchan is a member of ACM and holds Senior Membership in IEEE and IEEE Computational Intelligence Society.
Which subjects has Dr. Pradeep Kanchan handled?,What topics has Dr. Pradeep Kanchan covered in his work?,"Dr. Pradeep Kanchan has handled subjects such as Computer Graphics, DBMS, C Programming, Logic Design, and Operating Systems."
Can you provide some additional information about Dr. Pradeep Kanchan?,Is there more information known about Dr. Pradeep Kanchan?,"Dr. Pradeep Kanchan has guided the project 'Food Vending Machine for Schools,' which received an award at Gandhian Young Technological Innovation Awards 2015. He has also conducted workshops and has been involved in various conferences and workshops."
Tell me something about Dr. Pradeep Kanchan.,Can you provide more details about Dr. Pradeep Kanchan?,"Dr. Pradeep Kanchan is a highly qualified professional with extensive experience in academia and industry. He holds a Ph.D., an MTech, and a BE from prestigious institutions. His areas of interest include Nature-Inspired Algorithms, Virtual Reality, Wireless Sensor Networks, Quantum Computing, and IoT. Dr. Pradeep Kanchan has received several awards for his contributions and actively participates in various professional activities."
What are Dr. Vijaya Murari T's educational qualifications?,What educational credentials does Dr. Vijaya Murari T possess?,"Dr. Vijaya Murari T holds a Ph.D., an MTech from NITK Surathkal, and a BE from AIT, Chikmagalur."
What is Dr. Vijaya Murari T's past experience?,What professional background does Dr. Vijaya Murari T have?,Dr. Vijaya Murari T worked as a lecturer in VCET Puttur before.
What are Dr. Vijaya Murari T's areas of interest?,What topics does Dr. Vijaya Murari T find intriguing?,"Dr. Vijaya Murari T's areas of interest include Cryptography, Multimedia Processing, Cloud Computing, and Data Mining."
What are Dr. Vijaya Murari T's departmental responsibilities?,What are Dr. Vijaya Murari T's duties within their department?,"Dr. Vijaya Murari T serves as the NBA Coordinator, Website Coordinator, and ISO Auditor."
Which subjects has Dr. Vijaya Murari T handled?,What topics has Dr. Vijaya Murari T covered in his work?,"Dr. Vijaya Murari T has handled subjects such as Computer Networks, CCP, Security in Cloud, Operations Research, Python Programming, Soft Computing, Software Engineering, Cryptography and Network Security, Unix and Shell Programming, Computer Organization, Advanced Computer Architecture, Introduction to Unix Programming, Operating Systems, Distributed Systems, Business Intelligence, Web 2.0 and Rich Internet Applications, and Finite Automata and Formal Languages."
Can you provide some additional information about Dr. Vijaya Murari T?,Is there more information known about Dr. Vijaya Murari T?,Dr. Vijaya Murari T has represented the Nitte Education Trust in various educational fairs and has served as the project coordinator of the CSE Department. He has organized workshops and has been actively involved in various professional activities.
Tell me something about Dr. Vijaya Murari T.,Can you provide more details about Dr. Vijaya Murari T?,"Dr. Vijaya Murari T is an experienced professional with a strong educational background. His areas of interest include Cryptography, Multimedia Processing, Cloud Computing, and Data Mining. Dr. Vijaya Murari T has handled a wide range of subjects and has served in various departmental responsibilities. He has represented the Nitte Education Trust in educational fairs and has actively contributed to the CSE Department."
What are Dr. Ganesh Pai's educational qualifications?,What educational credentials does Dr. Ganesh Pai possess?,"Dr. Ganesh Pai holds a Ph.D. in Digital Image Processing from P. A. C. E, Mangalore, an M.Tech. in Computer Science and Engineering from NMAMIT Nitte, and a BE in Information Science and Engineering from P. A. C. E, Mangalore."
What is Dr. Ganesh Pai's past experience?,What professional background does Dr. Ganesh Pai have?,"Dr. Ganesh Pai has worked at P. A. College of Engineering, Mangalore from 2006 to 2020."
What are Dr. Ganesh Pai's areas of interest?,What topics does Dr. Ganesh Pai find intriguing?,"Dr. Ganesh Pai's areas of interest include Digital Image Processing, Data Structures & Algorithms, Web Technologies, and Programming."
"Can you provide some information about Dr. Ganesh Pai's conferences, CME, or workshops participation?","What details are available about Dr. Ganesh Pai's participation in conferences, CME, or workshops?","Dr. Ganesh Pai has coordinated various workshops, including those on Web Designing, Python Programming, Android Application Development, and more. He has also been the coordinator of an AICTE Sponsored 6 days Short Term Training Program on Machine Learning for Societal Applications."
What additional information do we have about Dr. Ganesh Pai?,Is there more information known about Dr. Ganesh Pai?,"Dr. Ganesh Pai has completed certification courses on Introduction to Python, Introduction to Data and Data Science, Kotlin for Java Developers, and Neural Network and Deep Learning."
Tell me something about Dr. Ganesh Pai.,Can you provide more details about Dr. Ganesh Pai?,"Dr. Ganesh Pai is an experienced professional with expertise in Digital Image Processing, Data Structures & Algorithms, Web Technologies, and Programming. He has a strong educational background with a Ph.D., an M.Tech., and a BE. Dr. Ganesh Pai has coordinated various workshops and training programs and has also completed certification courses to enhance his skills."
What are Dr. Keerthana B Chigateri's educational qualifications?,What educational credentials does Dr. Keerthana B Chigateri possess?,"Dr. Keerthana B Chigateri holds a Ph.D., an M.Tech, and a BE."
What is Dr. Keerthana B Chigateri's past experience?,What professional background does Dr. Keerthana B Chigateri have?,Dr. Keerthana B Chigateri has 10 years of experience.
What are Dr. Keerthana B Chigateri's areas of interest?,What topics does Dr. Keerthana B Chigateri find intriguing?,Dr. Keerthana B Chigateri's areas of interest include Opinion Mining and Machine Learning.
What achievement has Dr. Keerthana B Chigateri received?,What award or recognition has Dr. Keerthana B Chigateri achieved?,Dr. Keerthana B Chigateri has received the Infosys award in Indoor Sport.
What are Dr. Keerthana B Chigateri's departmental responsibilities?,What are Dr. Keerthana B Chigateri's duties within their department?,"Dr. Keerthana B Chigateri serves as the ACE Coordinator, CDCS core member, and NAAC NBA Class Advisor."
What professional memberships does Dr. Keerthana B Chigateri hold?,What professional associations is Dr. Keerthana B Chigateri a part of?,Dr. Keerthana B Chigateri is a member of ACM.
Which subjects has Dr. Keerthana B Chigateri handled?,What topics has Dr. Keerthana B Chigateri covered in her work?,"Dr. Keerthana B Chigateri has handled subjects such as OOMD, C, DSD, EIT, SCM, SWA, ML, PPSE, Mobile Computing, System Software, and ACA."
Can you provide some additional information about Dr. Keerthana B Chigateri?,Is there more information known about Dr. Keerthana B Chigateri?,Dr. Keerthana B Chigateri has 10 years of experience and has received the Infosys award in Indoor Sport. She serves in various departmental responsibilities and is a member of ACM.
Tell me something about Dr. Keerthana B Chigateri.,Can you provide more details about Dr. Keerthana B Chigateri?,Dr. Keerthana B Chigateri is a highly qualified professional with expertise in Opinion Mining and Machine Learning. She has received the Infosys award in Indoor Sport and holds memberships in professional organizations like ACM. Dr. Keerthana B Chigateri has extensive experience and has handled a variety of subjects in her career.
What are Mr. Guru Prasad's educational qualifications?,What educational credentials does Mr. Guru Prasad possess?,Mr. Guru Prasad has a B.E. in ISE from VCET (VTU) in 2010 and an M.Tech in CNE from NIE (VTU) in 2012.
What is Mr. Guru Prasad's past experience?,What professional background does Mr. Guru Prasad have?,Mr. Guru Prasad worked as an Assistant Professor in the CSE department at M.I.T.E Moodabidri from 27/08/2012 to 31/12/2022.
What are Mr. Guru Prasad's areas of interest?,What topics does Mr. Guru Prasad find intriguing?,"Mr. Guru Prasad's areas of interest include Networking, Internet of Things, and Blockchain."
What professional memberships does Mr. Guru Prasad hold?,What professional associations is Mr. Guru Prasad a part of?,Mr. Guru Prasad is a member of the Indian Society for Technical Education.
Which subjects has Mr. Guru Prasad handled?,What topics has Mr. Guru Prasad covered in his work?,"Mr. Guru Prasad has handled subjects such as RPA Design & Development, Design and Analysis of Algorithms, Internet of Things, Computer Networks & Security, Java & J2EE, Compiler Design, C Programming for problem-solving, Graph Theory, Discrete Mathematical Structures, Operating System, Advanced Java & J2EE, Network Management, and Internet of Things and Applications."
"Can you provide some information about Mr. Guru Prasad's conferences, CME, or workshops participation?","What details are available about Mr. Guru Prasad's participation in conferences, CME, or workshops?","Mr. Guru Prasad has attended various workshops and programs related to faculty development, machine learning, data science, artificial intelligence, mobile app development, and more."
Tell me something about Mr. Guru Prasad.,Can you provide more details about Mr. Guru Prasad?,"Mr. Guru Prasad is an experienced professional with a background in Computer Science and Engineering. He has a strong educational foundation with a B.E. and an M.Tech. Mr. Guru Prasad has extensive experience as an Assistant Professor and is actively involved in various areas such as Networking, Internet of Things, and Blockchain. He is also a member of the Indian Society for Technical Education."
What are Dr. Shashank Shetty's educational qualifications?,What educational credentials does Dr. Shashank Shetty possess?,"Dr. Shashank Shetty has a Ph.D. in Dept. of Information Technology from NITK, Surathkal, an M.Tech in Computer Science and Engineering from N.M.A.M Institute of Technology, Nitte, Udupi, and a B.E in Computer Science and Engineering from Srinivas Institute of Technology, Mangalore."
What is Dr. Shashank Shetty's past experience?,What professional background does Dr. Shashank Shetty have?,"Dr. Shashank Shetty has worked as a Project Trainee at Centre for Development of Advanced Computing (CDAC), Pune from 2013 to 2014. He has also served as an Assistant Professor GD-I at Dept. of Computer Science and Engineering, NMAMIT, Nitte from 2014 to 2019, and as an Assistant Professor GD-II at Dept. of Computer Science and Engineering, NMAMIT, Nitte from 2019 onwards."
What are Dr. Shashank Shetty's areas of interest?,What topics does Dr. Shashank Shetty find intriguing?,"Dr. Shashank Shetty's areas of interest include Big Data Analytics, Health Informatics, Data Mining, Machine Learning, Web Development, Image Processing, and Internet of Things (IoT)."
What professional memberships does Dr. Shashank Shetty hold?,What professional associations is Dr. Shashank Shetty a part of?,Dr. Shashank Shetty is a member of the Association for Computing Machinery (ACM).
Which subjects has Dr. Shashank Shetty handled?,What topics has Dr. Shashank Shetty covered in his work?,"Dr. Shashank Shetty has handled various subjects including CCP, BWP, EIT, SWA, ADA, Java and Internet Technologies, Data Communications, Database Management System, and more."
Can you provide some additional information about Dr. Shashank Shetty?,Is there more information known about Dr. Shashank Shetty?,"Dr. Shashank Shetty has been involved in various projects funded by Karnataka Innovation & Technology Society (KITS), Dept. of IT, BT and S&T, Government of Karnataka. He has also participated in incubation activities, student innovation, cultural committee, entertainment committee, and various workshops and programs related to faculty development, counseling, and instructional design."
Tell me something about Dr. Shashank Shetty.,Can you provide more details about Dr. Shashank Shetty?,"Dr. Shashank Shetty is an accomplished professional with a diverse educational background and extensive experience. His areas of interest include Big Data Analytics, Health Informatics, Data Mining, Machine Learning, Web Development, Image Processing, and Internet of Things (IoT). Dr. Shashank Shetty is a member of the Association for Computing Machinery (ACM) and has been involved in various projects and activities related to research, teaching, and student development."
What are Ms. Minu P Abraham's educational qualifications?,What educational credentials does Ms. Minu P Abraham possess?,"Ms. Minu P Abraham has a B.Tech from Sree Budha College of Engineering, Pattoor, Alappuzha, Kerala, India (Kerala University) in 2006, and an M.Tech in Computer Science And Engg from NMAM Institute Of Technology, Nitte, Karnataka, India (VTU) in 2013. She is currently pursuing a PhD in Computer Science and Engineering (part-time) at NMAM Institute of Technology, VTU."
What is Ms. Minu P Abraham's past experience?,What professional background does Ms. Minu P Abraham have?,"Ms. Minu P Abraham has three and a half years of teaching experience as a Lecturer in the department of Information Science and Engineering at P.A College of Engineering, Mangalore, Karnataka, India from 05-05-2008 to 30-09-2011. She has been working as an Assistant Professor Gd-II in the department of Computer Science and Engineering, NMAMIT, Nitte, Udupi (Dist), Karnataka, India since 2013."
What are Ms. Minu P Abraham's areas of interest?,What topics does Ms. Minu P Abraham find intriguing?,"Ms. Minu P Abraham's areas of interest include Data Science, Natural Language Processing, Machine Learning, and Artificial Intelligence."
What achievement did Ms. Minu P Abraham receive?,What award or recognition has Ms. Minu P Abraham achieved?,Ms. Minu P Abraham was the NPTEL topper in Machine Learning.
What are Ms. Minu P Abraham's departmental responsibilities?,What are Ms. Minu P Abraham's duties within their department?,"Ms. Minu P Abraham serves as the Placement Coordinator, Department ISO coordinator, and Course Coordinator."
What professional memberships does Ms. Minu P Abraham hold?,What professional associations is Ms. Minu P Abraham a part of?,Ms. Minu P Abraham is a life member of ISTE.
Which subjects has Ms. Minu P Abraham handled?,What topics has Ms. Minu P Abraham covered in her work?,"Ms. Minu P Abraham has handled subjects such as Compiler Design, Data Structures, Algorithms, Discrete Mathematics, Formal Languages and Automata Theory, Unix Programming, Operating Systems, Big Data Analytics, Computer Organization, C Programming, Supply Chain Management, Object-Oriented Modelling and Design, and Computer Networks."
Can you provide some additional information about Ms. Minu P Abraham?,Is there more information known about Ms. Minu P Abraham?,"Ms. Minu P Abraham is currently pursuing a PhD in Computer Science and Engineering while serving as an Assistant Professor at NMAMIT, Nitte. She has a diverse educational background and has excelled in her academic pursuits, being recognized as the NPTEL topper in Machine Learning. Ms. Minu P Abraham is actively involved in various areas of interest including Data Science, Natural Language Processing, Machine Learning, and Artificial Intelligence."
What are Mr. Sampath Kini's educational qualifications?,What educational credentials does Mr. Sampath Kini possess?,"Mr. Sampath Kini has a B.E from SJCE Mysore and an M.Tech from NMAMIT, Nitte."
What is Mr. Sampath Kini's past experience?,What professional background does Mr. Sampath Kini have?,Mr. Sampath Kini has worked as a technical consultant.
What are Mr. Sampath Kini's areas of interest?,What topics does Mr. Sampath Kini find intriguing?,"Mr. Sampath Kini's areas of interest include Data Structures, Operating Systems, and Distributed Systems."
What are Mr. Sampath Kini's departmental responsibilities?,What are Mr. Sampath Kini's duties within their department?,"Mr. Sampath Kini serves as a Class advisor, MSE coordinator, and Course coordinator."
What professional memberships does Mr. Sampath Kini hold?,What professional associations is Mr. Sampath Kini a part of?,Mr. Sampath Kini is a member of ISTE.
Which subjects has Mr. Sampath Kini handled?,What topics has Mr. Sampath Kini covered in his work?,"Mr. Sampath Kini has handled Java, Data Structures, Operating Systems, Distributed Systems, and Software Design."
Tell me something about Mr. Sampath Kini.,Can you provide more details about Mr. Sampath Kini?,"Mr. Sampath Kini holds a B.E from SJCE Mysore and an M.Tech from NMAMIT, Nitte. He has worked as a technical consultant and has a keen interest in areas such as Data Structures, Operating Systems, and Distributed Systems. Mr. Sampath Kini is actively involved in various departmental responsibilities including serving as a Class advisor, MSE coordinator, and Course coordinator."
What are Mr. Pawan Hegde's educational qualifications?,What educational credentials does Mr. Pawan Hegde possess?,"Mr. Pawan Hegde has a B.E from NMAMIT, VTU in 2010 and an M.Tech from SBMJCE Bangalore, Jain University in 2012. He is currently pursuing his Ph.D."
What is Mr. Pawan Hegde's past experience?,What professional background does Mr. Pawan Hegde have?,"Mr. Pawan Hegde worked as a Piping Engineer at Punj-Lloyd Limited, Mangalore from October 2010 to December 2011. He then served as an Assistant Professor at St Joseph Engineering College, Mangalore from January 2011 to February 2013. Since February 2013, he has been working as an Assistant Professor Gd-I at NMAM Institute of Technology, Nitte."
What are Mr. Pawan Hegde's departmental responsibilities?,What are Mr. Pawan Hegde's duties within their department?,Mr. Pawan Hegde serves as the ACE Co-coordinator and Department Placement Co-coordinator.
What professional memberships does Mr. Pawan Hegde hold?,What professional associations is Mr. Pawan Hegde a part of?,Mr. Pawan Hegde is a member of ISTE.
Which subjects has Mr. Pawan Hegde handled?,What topics has Mr. Pawan Hegde covered in his work?,"Mr. Pawan Hegde has handled subjects such as Computer Concepts and C programming, Cloud Computing and Infrastructure Management, Relational Database Management System, Introduction to Open Source Software and Open Standards, Introduction to PHP using IDE, Introduction to Virtualization And Cloud Computing, Cloud Computing Architecture, Cloud Deployment Models, Computer Graphics and Multimedia, Operations Research, Employability Skill Development, and Dynamics of Mechanism Design."
What are Dr. Asmita Poojary's educational qualifications?,What educational credentials does Dr. Asmita Poojary possess?,"Dr. Asmita Poojary has a Ph.D in Computer Science & Engineering (2013), an M.Tech in Computer Science & Engineering (2013), and a B.E in Computer Science & Engineering (2009) - all from Visvesvaraya Technological University, Belgaum."
What is Dr. Asmita Poojary's past experience?,What professional background does Dr. Asmita Poojary have?,"Dr. Asmita Poojary worked as an Assistant Lecturer in the Department of Computer Science & Engineering at NITK Surathkal from March 3, 2010, to May 20, 2010. Since 2010, she has been serving as an Assistant Professor Gd-II in the Department of Computer Science & Engineering at NMAMIT, Nitte."
What are Dr. Asmita Poojary's areas of interest?,What topics does Dr. Asmita Poojary find intriguing?,"Dr. Asmita Poojary's areas of interest include Internet of Things, Lightweight Cryptography, and Network Security."
What are Dr. Asmita Poojary's departmental responsibilities?,What are Dr. Asmita Poojary's duties within their department?,"Dr. Asmita Poojary serves as the Project Coordinator, ISO Coordinator, and Academic Audit Coordinator."
Which subjects has Dr. Asmita Poojary handled?,What topics has Dr. Asmita Poojary covered in her work?,"Dr. Asmita Poojary has handled subjects such as Computer Concepts & C Programming, Data Structures, Object Oriented Modeling & Design, Design and Analysis of Algorithms, Operations Research, and Object Oriented Programming using C++."
Tell me something about Dr. Pradeep Kanchan.,Can you provide more details about Dr. Pradeep Kanchan?,"Dr. Pradeep Kanchan holds a Ph.D. from NITK, Surathkal, an M.Tech from NITK, Surathkal, and a B.E from NMAMIT, Nitte. He has extensive past experience including positions at NMAMIT, Nitte, and St Joseph Engineering College. His areas of interest include Nature Inspired Algorithms, Virtual Reality, Wireless Sensor Networks, Quantum Computing, and IoT."
Tell me something about Dr. Asmita Poojary.,Can you provide more details about Dr. Asmita Poojary?,"Dr. Asmita Poojary holds a Ph.D. in Computer Science & Engineering from Visvesvaraya Technological University, Belgaum, along with an M.Tech and a B.E in the same field. She has served as an Assistant Lecturer at NITK Surathkal and is currently an Assistant Professor Gd-II at NMAMIT, Nitte. Her areas of interest include Internet of Things, Lightweight Cryptography, and Network Security."
Tell me something about Mr. Pawan Hegde.,Can you provide more details about Mr. Pawan Hegde?,"Mr. Pawan Hegde has a B.E from NMAMIT, VTU, and an M.Tech from SBMJCE Bangalore, Jain University. He has worked as a Piping Engineer at Punj-Lloyd Limited, Mangalore, and as an Assistant Professor at St Joseph Engineering College, Mangalore. Currently, he serves as an Assistant Professor Gd-II at NMAM Institute of Technology, Nitte. His professional memberships include ISTE."
What are Ms. Shwetha G K's educational qualifications?,What educational credentials does Ms. Shwetha G K possess?,"Ms. Shwetha G K holds a B.E from Kalpataru Institute of Technology, Tiptur, and an M.Tech from CMRIT, Bengaluru."
Where did Ms. Shwetha G K complete her Ph.D.?,In which institution did Ms. Shwetha G K earn her Ph.D.?,Ms. Shwetha G K's Ph.D. is currently in progress.
What is Ms. Shwetha G K's past experience?,What professional background does Ms. Shwetha G K have?,"Ms. Shwetha G K has served as an Assistant Professor Gd-II at NMAMIT, Nitte since February 14, 2018. Prior to this, she worked as an Assistant Professor at KIT, ISE dept. Tiptur for 5.6 years and as a Lecturer at KIT, ISE dept. Tiptur for 4 years."
What are Ms. Shwetha G K's areas of interest?,What topics does Ms. Shwetha G K find intriguing?,Ms. Shwetha G K's areas of interest include Data Mining and Image Processing.
What professional memberships does Ms. Shwetha G K hold?,What professional associations is Ms. Shwetha G K a part of?,Ms. Shwetha G K is a life member of ISTE and an associate member of IETE.
Tell me more about Ms. Shwetha G K.,Can you provide more details about Ms. Shwetha G K?,"Ms. Shwetha G K is an Assistant Professor Gd-II at NMAMIT, Nitte, with previous experience at KIT, Tiptur. Her educational background includes a B.E from Kalpataru Institute of Technology, Tiptur, and an M.Tech from CMRIT, Bengaluru. She is currently pursuing her Ph.D. Her areas of interest are Data Mining and Image Processing. Ms. Shwetha G K is a life member of ISTE and an associate member of IETE."
What are Ms. Savitha Shetty's educational qualifications?,What educational credentials does Ms. Savitha Shetty possess?,"Ms. Savitha Shetty completed her BE from NMAMIT, Nitte under VTU, Belagavi in 2005-2009 and M.Tech from NMAMIT, Nitte under VTU, Belagavi in 2009-2011."
Where is Ms. Savitha Shetty currently pursuing her Ph.D.?,In which institution is Ms. Savitha Shetty currently earning her Ph.D.?,"Ms. Savitha Shetty is currently pursuing her Ph.D. at NMAMIT, Nitte."
What is Ms. Savitha Shetty's past experience?,What professional background does Ms. Savitha Shetty have?,Ms. Savitha Shetty has 9.5 years of experience as an Assistant Professor Gd-II in the Department of CSE at NMAMIT.
What are Ms. Savitha Shetty's areas of interest?,What topics does Ms. Savitha Shetty find intriguing?,"Ms. Savitha Shetty's areas of interest encompass Natural Language Processing, Machine Learning, and Deep Learning."
What professional memberships does Ms. Savitha Shetty hold?,What professional associations is Ms. Savitha Shetty a part of?,Ms. Savitha Shetty is a member of ACM.
Tell me more about Ms. Savitha Shetty.,Can you provide more details about Ms. Savitha Shetty?,"Ms. Savitha Shetty has 9.5 years of experience as an Assistant Professor Gd-II in the Department of CSE at NMAMIT. She holds a B.E from NMAMIT, Nitte, and an M.Tech from NMAMIT, Nitte. Currently pursuing her Ph.D., her areas of interest include Natural Language Processing, Machine Learning, and Deep Learning. She is a member of ACM."
What are Mr. Puneeth R P's educational qualifications?,What educational credentials does Mr. Puneeth R P possess?,"Mr. Puneeth R P holds a B.E from VVIET, Mysore, and an M.Tech from NMIT, Bangalore."
What is Mr. Puneeth R P's past experience?,What professional background does Mr. Puneeth R P have?,"Mr. Puneeth R P worked as an Assistant Professor in SIT, Valachil during 2013-2015."
What are Mr. Puneeth R P's areas of interest?,What topics does Mr. Puneeth R P find intriguing?,Mr. Puneeth R P's areas of interest include Grid computing and Big data analytics.
What are Mr. Puneeth R P's departmental responsibilities?,What are Mr. Puneeth R P's duties within their department?,"Mr. Puneeth R P serves as the MSE Coordinator, Criteria 2 staff coordinator for NBA and NACC internal, faculty coordinator for NAIN, and faculty coordinator for the 'FINITE LOOP coding club'."
What subjects does Mr. Puneeth R P handle?,What topics has Mr. Puneeth R P covered in his work?,"Mr. Puneeth R P handles subjects such as Computer Graphics, CCP Data communications, Managing the cloud, Security in cloud, Data structures, and Analysis and design of algorithms."
"What conferences, CMEs, and workshops has Mr. Puneeth R P participated in?","What details are available about Mr. Puneeth R P's participation in conferences, CMEs, or workshops?",Mr. Puneeth R P has presented papers on energy consumption measurement of a parallel application on a computational grid and congestion detection using Optical Flow Approach in various journals.
What are Ms. Manasa G R's educational qualifications?,What educational credentials does Ms. Manasa G R possess?,Ms. Manasa G R completed her M.Tech in Computer Science & Engg. from S.J.M.I.T Chitradurga in 2013 and her B.E in Computer Science & Engineering from G.M.I.T Davangere in 2010.
What is Ms. Manasa G R's past experience?,What professional background does Ms. Manasa G R have?,"Ms. Manasa G R worked as a Lecturer in G.M. Institute of Technology, Davangere from August 2010 to 2011 and as an Assistant Professor in S.T.J. Institute of Technology, Ranebennur from August 2013 to December 2018."
What are Ms. Manasa G R's areas of interest?,What topics does Ms. Manasa G R find intriguing?,"Ms. Manasa G R's areas of interest include Image Processing, Artificial Intelligence, and Machine Learning."
What are Ms. Manasa G R's achievements?,What awards or recognitions has Ms. Manasa G R achieved?,Ms. Manasa G R qualified UGC-National Eligibility Test (NET) for Assistant Professors in July 2018 and Karnataka State Eligibility Test (KSET) for Assistant Professors in December 2018. She also received the Rajya Puraskar award in Guides.
What are Ms. Manasa G R's departmental responsibilities?,What are Ms. Manasa G R's duties within their department?,"Ms. Manasa G R's departmental responsibilities include serving as a Semester End Examination-Question paper setter, Semester End Examination-Answer script valuator, and Subject course coordinator."
What professional memberships does Ms. Manasa G R hold?,What professional associations is Ms. Manasa G R a part of?,Ms. Manasa G R is a member of Indian Society for Technical Education (MISTE).
What subjects does Ms. Manasa G R handle?,What topics has Ms. Manasa G R covered in her work?,"Ms. Manasa G R handles subjects such as Discrete Mathematical Structures, Graph Theory & Combinatorics, Embedded computing systems, Unix System programming, Formal languages & Automata Theory, Compiler Design, System software and Compiler Design, Automata theory and Computability, Operating System, Computer programming for Problem solving, Internet of things, and Data Structures."
"What conferences, CMEs, and workshops has Ms. Manasa G R participated in?","What details are available about Ms. Manasa G R's participation in conferences, CMEs, or workshops?","Ms. Manasa G R has presented papers in various conferences and workshops on topics like cloud computing, routing algorithms, and discrete mathematics. She has also attended several Faculty Development Programs (FDPs) on topics including discrete mathematics, Python programming, machine learning, and outcome-based education. Additionally, she has completed online courses on Python for data science, AI, machine learning, computer vision, blockchain, cybersecurity, and IoT."
Tell me more about Mr. Puneeth R P.,Can you provide more details about Mr. Puneeth R P?,"Mr. Puneeth R P pursued his B.E from VVIET, Mysore, and M.Tech from NMIT, Bangalore. He has served as an Assistant Professor in SIT, Valachil from 2013 to 2015. His areas of interest include Grid computing and Big data analytics. Currently, he holds departmental responsibilities such as the MSE Coordinator, Criteria 2 staff coordinator for NBA and NACC internal, faculty coordinator for NAIN, and faculty coordinator for the 'FINITE LOOP coding club'. Mr. Puneeth R P handles subjects such as Computer Graphics, CCP Data communications, Managing the cloud, Security in cloud, Data structures, and Analysis and design of algorithms. He has also presented papers on energy consumption measurement of a parallel application on a computational grid and congestion detection using Optical Flow Approach in various journals."
Tell me more about Ms. Manasa G R.,Can you provide more details about Ms. Manasa G R?,"Ms. Manasa G R completed her M.Tech in Computer Science & Engg. from S.J.M.I.T Chitradurga in 2013 and her B.E in Computer Science & Engineering from G.M.I.T Davangere in 2010. She worked as a Lecturer in G.M. Institute of Technology, Davangere from August 2010 to 2011 and as an Assistant Professor in S.T.J. Institute of Technology, Ranebennur from August 2013 to December 2018. Her areas of interest include Image Processing, Artificial Intelligence, and Machine Learning. Ms. Manasa G R qualified UGC-National Eligibility Test (NET) for Assistant Professors in July 2018 and Karnataka State Eligibility Test (KSET) for Assistant Professors in December 2018. She also received the Rajya Puraskar award in Guides. Her departmental responsibilities include serving as a Semester End Examination-Question paper setter, Semester End Examination-Answer script valuator, and Subject course coordinator. Ms. Manasa G R is a member of Indian Society for Technical Education (MISTE). She handles subjects such as Discrete Mathematical Structures, Graph Theory & Combinatorics, Embedded computing systems, Unix System programming, Formal languages & Automata Theory, Compiler Design, System software and Compiler Design, Automata theory and Computability, Operating System, Computer programming for Problem solving, Internet of things, and Data Structures. She has presented papers in various conferences and workshops on topics like cloud computing, routing algorithms, and discrete mathematics. Additionally, she has attended several Faculty Development Programs (FDPs) on topics including discrete mathematics, Python programming, machine learning, and outcome-based education. Ms. Manasa G R has also completed online courses on Python for data science, AI, machine learning, computer vision, blockchain, cybersecurity, and IoT."
What are Mr. Sunil Kumar Aithal S's educational qualifications?,What educational credentials does Mr. Sunil Kumar Aithal S possess?,"Mr. Sunil Kumar Aithal S holds a B.E from NMAMIT, Nitte (Under VTU) in 2012 and an M.Tech from NMAMIT, Nitte (Under VTU) in 2014."
